cp,artist,song,section,spotify_ID,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,cp_length,genres
"4,5,6,4,1",shinedown,second chance,verse and pre-chorus,0CwYG1UnRmOx8Q1EzElCIL,0.46,0.7959999999999999,0.0,-4.501,0.0,0.0333,0.00107,0.0,0.106,0.182,100.01100000000001,222067.0,4.0,5,"['alternative metal', 'nu metal', 'post-grunge', 'rap rock']"
"4,5,6,4,1",irish stew of sindidun,i will never be your friend,verse and pre-chorus,5OKPWZpiKFdTQWEBXBKL5I,0.535,0.91,0.0,-4.003,1.0,0.0526,0.163,3.6e-05,0.222,0.56,121.95200000000001,306040.0,4.0,5,['celtic rock']
"4,5,6,4,1",ufo,doctor doctor,intro,5Okf7KBikV8we3uqCMFjiL,0.298,0.799,2.0,-6.962000000000001,0.0,0.0464,0.000168,9.42e-05,0.496,0.561,143.072,252453.0,4.0,5,"['album rock', 'blues-rock', 'classic rock', 'glam metal', 'hard rock', 'metal', 'rock', 'southern rock']"
"4,5,6,4,1",nanobii,hyper drive,chorus,7B24A46hAbb1nPKhj1MkIl,0.41100000000000003,0.8109999999999999,1.0,-3.025,1.0,0.0359,0.0316,0.000375,0.242,0.25,173.83700000000002,198621.0,4.0,5,"['catstep', 'kawaii future bass', 'tracestep']"
"4,5,6,4,1",the monkees,daydream believer,chorus,7uEcCGtM1FBBGIhPozhJjv,0.51,0.488,7.0,-10.304,1.0,0.0304,0.256,0.0,0.11,0.649,125.68299999999999,179613.0,4.0,5,"['brill building pop', 'bubblegum pop', 'christmas', 'classic rock', 'folk rock', 'mellow gold', 'psychedelic rock', 'rock', 'rock-and-roll', 'soft rock']"
"4,5,6,5,4",adele,rolling in the deep,chorus,1CkvWZme3pRgbzaxZnTl5X,0.7290000000000001,0.7559999999999999,8.0,-5.119,1.0,0.0294,0.131,0.0,0.0527,0.522,104.945,228293.0,4.0,5,['pop']
"4,5,6,5,4",celine dion,my heart will go on,chorus,3oEHQmhvFLiE7ZYES0ulzv,0.428,0.276,4.0,-11.729000000000001,1.0,0.0312,0.732,5.33e-06,0.11699999999999999,0.0382,99.195,280000.0,1.0,5,"['canadian pop', 'dance pop']"
"4,5,6,5,4",dire straits,sultans of swing,chorus,6cr6UDpkjEaMQ80OjWqEBQ,0.73,0.868,5.0,-7.325,1.0,0.0288,0.0632,0.0661,0.318,0.9229999999999999,148.217,350400.0,4.0,5,"['album rock', 'classic rock', 'mellow gold', 'rock', 'soft rock']"
"4,5,6,5,4",gotye,somebody that i used to know,chorus,4wCmqSrbyCgxEXROQE6vtV,0.857,0.517,0.0,-6.972,1.0,0.0384,0.565,0.000195,0.102,0.754,129.063,244973.0,4.0,5,['australian pop']
"4,5,6,5,4",gotye,somebody that i used to know,chorus,4wCmqSrbyCgxEXROQE6vtV,0.857,0.517,0.0,-6.972,1.0,0.0384,0.565,0.000195,0.102,0.754,129.063,244973.0,4.0,5,['australian pop']
"4,5,6,5,4",jimi hendrix,all along the watchtower,verse,2aoo2jlRnM3A0NyLQqMN2f,0.43799999999999994,0.805,8.0,-6.237,1.0,0.0624,0.00255,5.6899999999999994e-05,0.0842,0.564,113.25299999999999,240800.0,4.0,5,"['album rock', 'blues-rock', 'classic rock', 'hard rock', 'psychedelic rock', 'rock']"
"4,5,6,5,4",skrillex,scary monsters and nice sprites,pre-chorus,4rwpZEcnalkuhPyGkEdhu0,0.523,0.9440000000000001,7.0,-3.5810000000000004,0.0,0.0837,0.00336,0.557,0.11900000000000001,0.324,139.997,243354.0,4.0,5,"['brostep', 'complextro', 'edm', 'electro']"
"4,5,6,5,4",madonna,girl gone wild,chorus,6SONqPbbSCVP5rgi0CdRxu,0.696,0.598,8.0,-5.882999999999999,0.0,0.0712,0.0331,6.61e-06,0.319,0.6,131.957,223067.0,4.0,5,"['dance pop', 'pop', 'pop rock']"
"4,5,6,5,4",gotye,somebody that used to know,chorus,4wCmqSrbyCgxEXROQE6vtV,0.857,0.517,0.0,-6.972,1.0,0.0384,0.565,0.000195,0.102,0.754,129.063,244973.0,4.0,5,['australian pop']
"4,5,6,5,4",gotye,somebody that used to know,chorus,4wCmqSrbyCgxEXROQE6vtV,0.857,0.517,0.0,-6.972,1.0,0.0384,0.565,0.000195,0.102,0.754,129.063,244973.0,4.0,5,['australian pop']
"4,5,6,5,4",passenger,let her go,intro,6GmUVqe73u5YRfUUynZK6I,0.479,0.545,7.0,-7.346,1.0,0.0688,0.365,0.0,0.0963,0.244,74.89699999999999,252733.0,4.0,5,"['neo mellow', 'pop']"
"4,5,6,5,4",john coltrane,afro blue,verse,0lS0i0VKSlGADALLxInnPk,0.326,0.7090000000000001,5.0,-8.427999999999999,0.0,0.0396,0.135,0.0122,0.695,0.623,132.835,649467.0,4.0,5,"['bebop', 'contemporary post-bop', 'cool jazz', 'free jazz', 'hard bop', 'jazz', 'jazz saxophone', 'vocal jazz']"
"4,5,6,5,4",nsync,tearin' up my heart,chorus,594M0rqYMOo8BhMGEdoi5C,0.6859999999999999,0.915,7.0,-4.447,1.0,0.0364,0.0028,7.16e-06,0.233,0.7959999999999999,110.054,211000.0,4.0,5,"['boy band', 'dance pop', 'europop', 'pop', 'post-teen pop']"
"4,5,6,5,4",deadmau5,raise your weapon - madeon remix,pre-chorus,3iSWvM80pYXlRibtpverjp,0.7020000000000001,0.696,8.0,-5.7989999999999995,0.0,0.0572,0.0181,2.36e-05,0.0634,0.445,126.06299999999999,255220.0,4.0,5,"['big room', 'edm', 'electro house', 'progressive house']"
"4,5,6,5,4",bob dylan,all along the watchtower,verse,0Fnb2pfBfu0ka33d6Yki17,0.581,0.41,1.0,-12.617,0.0,0.0303,0.475,2.0399999999999998e-05,0.0746,0.6970000000000001,129.175,151093.0,4.0,5,"['album rock', 'classic rock', 'folk', 'folk rock', 'folk-pop', 'mellow gold', 'rock', 'roots rock', 'singer-songwriter']"
"4,5,6,5,4",dj sammy,heaven,instrumental,0KT6DLAELYSbgfUemzwGPX,0.565,0.9420000000000001,8.0,-6.821000000000001,1.0,0.0518,0.00107,0.000393,0.152,0.569,137.972,235000.0,4.0,5,"['eurodance', 'europop']"
"4,5,6,5,4",dj sammy,heaven,chorus,0KT6DLAELYSbgfUemzwGPX,0.565,0.9420000000000001,8.0,-6.821000000000001,1.0,0.0518,0.00107,0.000393,0.152,0.569,137.972,235000.0,4.0,5,"['eurodance', 'europop']"
"4,5,6,5,4",daft punk,doin' it right,intro and verse,36c4JohayB9qd64eidQMBi,0.804,0.451,6.0,-8.207,1.0,0.0949,0.38799999999999996,2.17e-05,0.0924,0.19,178.06099999999998,251293.0,4.0,5,"['electro', 'electronic', 'filter house']"
"4,5,6,5,4",queen,i want to break free,intro,7h2yhVxcZOGyQdOwD4Hu8J,0.7929999999999999,0.428,4.0,-8.962,1.0,0.0319,0.10800000000000001,0.000194,0.0701,0.5820000000000001,108.94200000000001,258013.0,4.0,5,"['glam rock', 'rock']"
"4,5,6,5,4",queen,i want to break free,pre-chorus and chorus,7h2yhVxcZOGyQdOwD4Hu8J,0.7929999999999999,0.428,4.0,-8.962,1.0,0.0319,0.10800000000000001,0.000194,0.0701,0.5820000000000001,108.94200000000001,258013.0,4.0,5,"['glam rock', 'rock']"
"4,5,6,5,4",mongo santamaria,afro blue,verse,7L92MWLFM6m3Ry1vCdthmj,0.754,0.304,2.0,-20.6,0.0,0.0633,0.8270000000000001,0.647,0.0943,0.7979999999999999,94.03200000000001,235267.0,3.0,5,"['boogaloo', 'cuban rumba', 'jazz cubano', 'latin jazz', 'mambo']"
"4,5,6,5,4",green day,good riddance - time of your life,verse,6ORqU0bHbVCRjXm9AjyHyZ,0.475,0.43200000000000005,7.0,-7.843999999999999,1.0,0.0302,0.183,0.0,0.161,0.648,94.605,153467.0,4.0,5,"['permanent wave', 'pop punk', 'punk', 'rock']"
"4,5,6,5,4",green day,good riddance - time of your life,solo,6ORqU0bHbVCRjXm9AjyHyZ,0.475,0.43200000000000005,7.0,-7.843999999999999,1.0,0.0302,0.183,0.0,0.161,0.648,94.605,153467.0,4.0,5,"['permanent wave', 'pop punk', 'punk', 'rock']"
"4,5,6,5,4",enya,anywhere is,chorus,2aE4e4QFbLfHtT8OZDgWJH,0.6629999999999999,0.431,3.0,-11.780999999999999,1.0,0.0315,0.858,0.396,0.12,0.455,96.65700000000001,238067.0,4.0,5,['celtic']
"4,5,6,5,4",iron maiden,fear of the dark,chorus,0h4rVZcOiSaL9b5mT1A2gq,0.308,0.866,2.0,-5.671,0.0,0.059000000000000004,0.000739,0.00141,0.23199999999999998,0.22699999999999998,109.825,438120.0,4.0,5,"['album rock', 'hard rock', 'metal', 'nwobhm', 'rock']"
"4,5,6,5,4",knife party,rage valley,bridge,2ZeTpxUpIHDdrRZdD8Vlh9,0.434,0.9620000000000001,3.0,-2.89,0.0,0.126,0.0003,0.7340000000000001,0.105,0.226,128.162,299375.0,4.0,5,"['australian dance', 'big room', 'brostep', 'complextro', 'edm', 'electro house', 'moombahton']"
"4,5,6,5,4",dash berlin,man on the run,chorus,0EcqJhetbjFVyJhtkdnjsY,0.6609999999999999,0.9079999999999999,11.0,-6.181,1.0,0.155,0.0548,7.240000000000001e-05,0.23600000000000002,0.46,135.056,220444.0,4.0,5,"['big room', 'edm', 'progressive house', 'progressive trance', 'trance', 'uplifting trance']"
"4,5,6,5,4",lady gaga,do what u want,verse and pre-chorus,5XKXMWPACPq51OiqzxenZo,0.777,0.794,9.0,-4.665,1.0,0.0942,0.369,1.88e-06,0.0889,0.529,97.505,216573.0,4.0,5,"['dance pop', 'pop']"
"4,5,6,5,4",petter - daniel adams-ray,hall om mig,chorus,4J0WQvqCBytACvgKVrq1S3,0.35,0.884,0.0,-4.909,1.0,0.159,0.0429,0.0,0.439,0.43200000000000005,104.616,239040.0,4.0,5,"['swedish eurodance', 'swedish hip hop', 'swedish idol pop', 'swedish pop']"
"4,5,6,5,4",betty who,somebody loves you,chorus,2JSlJY9AMywkLMNTyZqHii,0.61,0.9059999999999999,2.0,-3.8169999999999997,1.0,0.0926,0.0006190000000000001,0.0,0.3,0.431,122.993,210680.0,4.0,5,"['australian dance', 'dance pop', 'electropop', 'indie poptimism', 'indietronica', 'metropopolis', 'pop']"
"4,5,6,5,4",forever the sickest kids,whoa oh me vs everyone,intro,7CKLZEwboCy2juXMLsAHFt,0.525,0.9259999999999999,2.0,-4.112,1.0,0.0816,0.00352,0.0,0.36,0.53,143.043,204773.0,4.0,5,"['electropowerpop', 'emo', 'neon pop punk', 'pop emo', 'pop punk']"
"4,5,6,5,4",lily allen,sheezus,chorus,35BYiAVLy0Cpu1TbmQgeDi,0.779,0.503,1.0,-6.836,1.0,0.0442,0.14800000000000002,3.1e-06,0.113,0.392,129.991,234707.0,4.0,5,"['dance pop', 'europop', 'folk-pop', 'pop', 'pop rock']"
"4,5,6,5,4",skrillex,summit,pre-outro,1SbqxemPdwGlvmirtQVkCU,0.6920000000000001,0.773,6.0,-3.739,1.0,0.0359,0.226,0.0104,0.10800000000000001,0.486,139.989,373987.0,4.0,5,"['brostep', 'complextro', 'edm', 'electro']"
"4,5,6,5,4",avicii,liar liar,verse,0IWfRXJEnUXzwk5eeYTAHu,0.5660000000000001,0.7909999999999999,11.0,-4.631,0.0,0.0534,0.0109,0.0111,0.43200000000000005,0.41600000000000004,124.99799999999999,238853.0,4.0,5,"['big room', 'dance pop', 'edm', 'pop']"
"4,5,6,5,4",sander van doorn martin garrix dvbbs,gold skies,chorus,5vQIaNoKsT4xkG1j2KFBFs,0.562,0.815,9.0,-6.322,0.0,0.046,0.00426,0.0615,0.664,0.196,128.02,328213.0,4.0,5,"['big room', 'deep big room', 'edm', 'electro house', 'house', 'progressive electro house', 'progressive house', 'progressive trance', 'trance', 'tropical house']"
"4,5,6,5,4",gustav holst,jupiter from the planets,bridge,0AbCOx8Y4ywbw1ftWuLqjq,0.33399999999999996,0.261,7.0,-15.292,0.0,0.0385,0.937,0.9,0.10099999999999999,0.191,133.559,476507.0,4.0,5,"['british modern classical', 'classical', 'post-romantic era']"
"4,5,6,5,4",regina spektor,samson,verse,2JAUBPBVkimRLc5BGhAkfJ,0.49,0.193,11.0,-9.544,1.0,0.0421,0.862,9.74e-06,0.113,0.184,89.154,189507.0,4.0,5,"['chamber pop', 'folk-pop', 'indie pop', 'lilith', 'piano rock', 'pop rock']"
"4,5,6,5,4",michael jackson,smooth criminal,pre-chorus and chorus,2bCQHF9gdG5BNDVuEIEnNk,0.853,0.981,8.0,-3.947,1.0,0.0751,0.247,0.46799999999999997,0.306,0.595,118.193,257760.0,4.0,5,['pop']
"4,5,6,5,4",salia,trust,intro,6lKb37Ug0DgwCvNJcwli7v,0.47700000000000004,0.782,7.0,-9.32,1.0,0.10800000000000001,0.0013800000000000002,0.847,0.11699999999999999,0.369,200.06099999999998,100427.0,4.0,5,[]
"4,5,6,5,4",matchbox 20,3am,chorus,5vYA1mW9g2Coh1HUFUSmlb,0.521,0.6729999999999999,8.0,-8.685,1.0,0.0284,0.00573,0.0,0.12,0.5429999999999999,108.031,225947.0,4.0,5,"['neo mellow', 'pop rock', 'post-grunge']"
"4,5,6,5,4",phil collins,in the air tonight,chorus,18AXbzPzBS8Y3AkgSxzJPb,0.446,0.239,0.0,-13.945,1.0,0.0316,0.551,4.1e-06,0.0697,0.298,189.507,336453.0,4.0,5,"['mellow gold', 'soft rock']"
"4,5,6,5,4",within temptation,iron,pre-chorus,61vVYNp1tLiociLiQzV2sI,0.161,0.961,11.0,-2.9939999999999998,0.0,0.16699999999999998,4.14e-05,2.4e-05,0.27,0.237,198.081,341000.0,3.0,5,"['gothic metal', 'gothic symphonic metal', 'power metal', 'symphonic metal']"
"4,5,6,5,4",carrie underwood,before he cheats,intro,0ZUo4YjG4saFnEJhdWp9Bt,0.519,0.7490000000000001,6.0,-3.318,0.0,0.0405,0.271,0.0,0.11900000000000001,0.29,147.905,199947.0,4.0,5,"['contemporary country', 'country', 'country dawn', 'dance pop', 'pop', 'post-teen pop']"
"4,5,6,5,4",the rolling stones,gimme shelter,chorus,6H3kDe7CGoWYBabAeVWGiD,0.634,0.63,1.0,-8.277000000000001,0.0,0.031,0.447,0.039,0.17,0.489,118.62799999999999,270773.0,4.0,5,"['album rock', 'british invasion', 'classic rock', 'protopunk', 'rock']"
"4,5,6,5,4",henry jackman,wreck-it ralph,verse,46XRlhMVNU38v5ZvDrQSHB,0.66,0.5539999999999999,0.0,-9.886000000000001,1.0,0.0315,0.6,0.609,0.11699999999999999,0.6559999999999999,118.979,93187.0,4.0,5,"['british soundtrack', 'epicore', 'scorecore', 'soundtrack', 'video game music']"
"4,5,6,5,4",lady gaga,marry the night,chorus,1k18nxjYj8R5iz82Ap7GEY,0.614,0.879,0.0,-4.422,1.0,0.055999999999999994,0.0010400000000000001,0.004379999999999999,0.41,0.40700000000000003,131.092,264520.0,4.0,5,"['dance pop', 'pop']"
"4,5,6,5,4",kevin macleod,sovereign,chorus,6O1aowR7VLNDDIQLXBwJnV,0.27399999999999997,0.0164,9.0,-31.884,0.0,0.0601,0.9890000000000001,0.883,0.0916,0.113,111.76899999999999,371566.0,4.0,5,['video game music']
"4,5,6,5,4",aloe blacc,the man,chorus,2stPxcgjdSImK7Gizl8ZUN,0.308,0.769,11.0,-7.256,0.0,0.065,0.0331,0.0,0.214,0.488,81.85300000000001,254880.0,4.0,5,['r&b']
"4,5,6,5,4",ed sheeran,thinking out loud,pre-chorus and chorus,34gCuhDGsG4bRPIf9bb02f,0.7809999999999999,0.445,2.0,-6.061,1.0,0.0295,0.474,0.0,0.184,0.591,78.998,281560.0,4.0,5,['pop']
"4,5,6,5,4",bjork,hyperballad,chorus,4z1fNs2B7KndCsvyPgrhq5,0.519,0.43700000000000006,7.0,-12.97,0.0,0.0325,0.0216,0.000974,0.375,0.0356,134.933,321360.0,4.0,5,"['alternative dance', 'art pop', 'chamber pop', 'electronic', 'electropop', 'experimental pop', 'folk-pop', 'icelandic pop', 'metropopolis', 'new rave', 'permanent wave', 'pop rock', 'trip hop']"
"4,5,6,5,4",taylor swift,style,chorus,4lIxdJw6W3Fg4vUIYCB0S5,0.598,0.7859999999999999,2.0,-5.572,1.0,0.0382,0.00256,0.00143,0.11699999999999999,0.456,95.021,231000.0,4.0,5,"['dance pop', 'pop', 'post-teen pop']"
"4,5,6,5,4",kansas,carry on my wayward son,verse,3Vkx26AyBEuZEWEmey30sw,0.496,0.72,7.0,-6.382999999999999,1.0,0.0398,0.00448,2.3800000000000003e-05,0.27899999999999997,0.764,126.67,344507.0,4.0,5,"['album rock', 'art rock', 'bow pop', 'classic rock', 'hard rock', 'heartland rock', 'mellow gold', 'progressive rock', 'rock', 'soft rock', 'symphonic rock']"
"4,5,6,5,4",the cribs,burning for no one,verse,3ytNafjnS8Rb6bZX4SrT3p,0.591,0.642,9.0,-5.398,1.0,0.0299,0.000371,3.41e-05,0.115,0.7979999999999999,122.09899999999999,193453.0,4.0,5,"['british indie rock', 'britpop', 'dance-punk', 'garage rock', 'indie rock', 'modern alternative rock', 'modern rock', 'new rave', 'rock']"
"4,5,6,5,4",lady gaga,eh eh,verse and pre-chorus,0WfIxPOaRIDCtDWCmJushk,0.664,0.8740000000000001,1.0,-3.5060000000000002,0.0,0.0653,0.262,0.00043,0.0863,0.85,187.792,175360.0,4.0,5,"['dance pop', 'pop']"
"4,5,6,5,4",krewella,live for the night,instrumental,457p7UH7hoHrbA2iI4PSCA,0.499,0.843,6.0,-2.224,1.0,0.113,0.0138,0.0,0.124,0.5329999999999999,127.932,206480.0,4.0,5,"['big room', 'brostep', 'catstep', 'dance pop', 'edm', 'electra', 'electro house', 'pop']"
"4,5,6,5,4",michael calfan,treasured soul,pre-chorus and chorus,2z9BHtXQT5XsrIThekoZ8s,0.623,0.833,4.0,-2.951,0.0,0.0557,0.0191,0.0174,0.331,0.41100000000000003,124.973,177600.0,4.0,5,"['big room', 'deep big room', 'deep groove house', 'deep house', 'deep tropical house', 'disco house', 'edm', 'electro house', 'house', 'progressive electro house', 'progressive house', 'tropical house']"
"4,5,6,5,4",cash cash,overtime,chorus,2E01JGJGMa5gW1PmqAWYXG,0.55,0.875,11.0,-0.755,0.0,0.3,0.0665,0.0,0.6579999999999999,0.29100000000000004,113.70700000000001,246447.0,4.0,5,"['big room', 'dance pop', 'edm', 'electro house', 'electropop', 'electropowerpop', 'indie poptimism', 'pop', 'tropical house']"
"4,5,6,5,4",biffy clyro,all the way down,pre-chorus and chorus,6wRbLng3M5SyZ5WI54E48t,0.322,0.568,7.0,-7.269,1.0,0.0305,0.00224,0.00109,0.0851,0.245,161.602,403960.0,3.0,5,"['indie rock', 'modern alternative rock', 'modern rock', 'rock', 'scottish rock']"
"4,5,6,5,4",blur,coffee and tv,chorus,5eSllZgRWCIJsDTAqFRwQw,0.733,0.7809999999999999,1.0,-8.274,0.0,0.0367,0.0354,0.261,0.0878,0.965,121.61399999999999,319227.0,4.0,5,"['alternative rock', 'britpop', 'dance rock', 'electronic', 'garage rock', 'indie rock', 'madchester', 'modern rock', 'new wave', 'permanent wave', 'pop rock', 'rock']"
"4,5,6,5,4",rustie,after light,chorus,5yrHZWuyrOrc4iWnDevono,0.331,0.695,4.0,-7.1,0.0,0.0394,0.0048200000000000005,0.8440000000000001,0.0726,0.115,95.90799999999999,222693.0,5.0,5,"['bass music', 'electronic trap', 'future garage', 'vapor twitch', 'wonky']"
"4,5,6,5,4",bob seger,night moves,chorus,6UBjSnyP1O5W5ndJoO9vUk,0.705,0.743,1.0,-6.631,1.0,0.042,0.43200000000000005,0.0133,0.10300000000000001,0.374,118.552,324423.0,4.0,5,"['album rock', 'classic rock', 'folk rock', 'hard rock', 'heartland rock', 'mellow gold', 'rock', 'soft rock', 'southern rock']"
"4,5,6,5,4",sia,cellophane,bridge,519aJoW3Jb4wxPeTvigKXu,0.42,0.42,6.0,-9.579,1.0,0.0873,0.765,0.0,0.11199999999999999,0.33899999999999997,110.07,265587.0,4.0,5,"['australian dance', 'australian pop', 'dance pop', 'pop']"
"4,5,6,5,4",mitis,life,verse,4m9JuGbTpNLbge8DwQeWPy,0.465,0.528,2.0,-11.453,1.0,0.0301,0.0771,0.8759999999999999,0.0762,0.0737,139.997,294857.0,4.0,5,"['brostep', 'catstep', 'chillstep', 'complextro', 'edm', 'electro house', 'filthstep', 'tracestep']"
"4,5,6,5,4",singularity,vain,chorus,2nUqoEvPh5fCXCq3CtDGM4,0.59,0.589,6.0,-6.7860000000000005,0.0,0.0498,0.441,0.0009310000000000001,0.0954,0.371,160.045,361500.0,4.0,5,[]
"4,5,6,5,4",toby fox,undertale,pre-chorus and chorus,02lsfhthNFGv3zt9XpfKEd,0.552,0.41100000000000003,0.0,-14.794,0.0,0.0241,0.039,0.804,0.152,0.36700000000000005,101.93299999999999,381536.0,4.0,5,['otacore']
"4,5,6,5,4",garmiani and salvatore ganacci,the city is mine,pre-chorus,4X4G21BQX3P0jY4LDKVLZx,0.7340000000000001,0.8740000000000001,1.0,-4.373,1.0,0.0467,0.000549,0.007409999999999999,0.0386,0.159,127.99700000000001,389520.0,4.0,5,"['big room', 'deep big room', 'edm', 'electro house', 'progressive electro house']"
"4,5,6,5,4",garmiani and salvatore ganacci,the city is mine,chorus,4X4G21BQX3P0jY4LDKVLZx,0.7340000000000001,0.8740000000000001,1.0,-4.373,1.0,0.0467,0.000549,0.007409999999999999,0.0386,0.159,127.99700000000001,389520.0,4.0,5,"['big room', 'deep big room', 'edm', 'electro house', 'progressive electro house']"
"4,5,6,5,4",irene cara,flashdance what a feeling,chorus,0FIQjzPGk8eJd1cDRHRFWb,0.644,0.624,7.0,-8.137,0.0,0.0363,0.124,4.22e-06,0.23199999999999998,0.578,124.917,234040.0,4.0,5,"['disco', 'europop', 'new wave pop', 'soft rock']"
"4,5,6,5,4",breathe carolina,more than ever,chorus,5vAPeVWTs7DBXgR14lGEeq,0.46299999999999997,0.7979999999999999,8.0,-4.454,0.0,0.0609,0.00305,0.000196,0.13699999999999998,0.235,128.031,223359.0,4.0,5,"['big room', 'deep big room', 'edm', 'electro house', 'electropowerpop', 'emo', 'neon pop punk', 'pop punk', 'screamo', 'trancecore']"
"4,5,6,5,4",nil lara,fighting for my love,verse,3kZZRxNaxm3KdZ9ldDUdkK,0.605,0.6809999999999999,1.0,-7.146,1.0,0.0312,0.16,0.00067,0.0859,0.883,134.80200000000002,248407.0,3.0,5,['miami indie']
"4,5,6,5,4",koda,staying,verse,5G5ogjmnQxSQG9cskbNEse,0.267,0.244,4.0,-14.014000000000001,0.0,0.0447,0.97,0.314,0.0873,0.13699999999999998,179.209,264046.0,3.0,5,['chillstep']
"4,5,6,5,4",fleetwood mac,everywhere,chorus,254bXAqt3zP6P50BdQvEsq,0.73,0.48700000000000004,4.0,-10.991,1.0,0.0303,0.258,0.01,0.0852,0.731,114.965,226653.0,4.0,5,"['album rock', 'classic rock', 'mellow gold', 'rock', 'soft rock']"
"4,5,6,5,4",cameo,word up,chorus,7LoGfKBAaOl0nxhodJ1240,0.885,0.82,6.0,-13.054,0.0,0.0642,0.0511,0.00263,0.0458,0.853,116.21700000000001,261000.0,4.0,5,"['classic soul', 'disco', 'funk', 'jazz funk', 'motown', 'new jack swing', 'post-disco', 'quiet storm', 'soul', 'urban contemporary']"
"4,5,6,5,4",killswitch engage,when darkness falls,chorus,3weMgMsN3j43CzN97tQqcQ,0.43700000000000006,0.9520000000000001,8.0,-3.4330000000000003,1.0,0.0769,0.000421,0.00335,0.248,0.332,89.99600000000001,232547.0,4.0,5,"['alternative metal', 'boston metal', 'groove metal', 'melodic metalcore', 'metalcore', 'nu metal', 'post-grunge', 'rap rock']"
"4,5,6,5,4",hans zimmer,no time for caution - interstellar,outro,1yzSSn5Sj1azuo7RgwvDb3,0.265,0.226,9.0,-20.197,0.0,0.0466,0.053,0.94,0.122,0.0386,119.88,246272.0,4.0,5,"['german soundtrack', 'soundtrack']"
"4,5,6,5,4",smiley feat kaan,criminal,verse,1s6ZjzpTfSnUIwfk64OaS8,0.67,0.861,8.0,-3.99,0.0,0.0327,0.0763,2.61e-05,0.17800000000000002,0.8140000000000001,128.00799999999998,202338.0,4.0,5,"['romanian hip hop', 'romanian pop', 'romanian rock']"
"4,5,6,5,4",area 11,heaven piercing giga drill,intro and verse,3tEdDUgK9iAcguwp4naFcx,0.547,0.983,6.0,-3.682,0.0,0.0809,0.0457,0.0,0.24,0.307,94.993,257307.0,4.0,5,"['antiviral pop', 'neo-industrial rock']"
"4,5,6,5,4",tenacious d,classico,chorus,1KRdD8IpxMXGB2883OVP2Q,0.738,0.531,6.0,-7.35,1.0,0.14,0.907,1.07e-05,0.311,0.919,170.007,58507.0,4.0,5,"['alternative metal', 'comedy rock', 'comic', 'post-grunge', 'rock']"
"4,5,6,5,4",relient k,be my escape,chorus,3Vi93V7o1tT28Cut4gSWi3,0.5539999999999999,0.8640000000000001,9.0,-5.062,1.0,0.0394,0.00605,0.0,0.132,0.299,112.523,240453.0,4.0,5,"['canadian ccm', 'ccm', 'christian alternative rock', 'christian music', 'christian punk', 'christian rock', 'neo mellow', 'pop punk', 'pop rock']"
"4,5,6,5,4",superbus,jenn je t'aime,chorus,1IqwM65sQrV8MQXHKhv1kl,0.507,0.9229999999999999,0.0,-4.17,1.0,0.0425,0.00443,5.6899999999999994e-05,0.0828,0.608,166.03,196080.0,4.0,5,"['french pop', 'french rock']"
"4,5,6,5,4",dj khaled,gold slugs,chorus,2fa6SJosRytOmG8bXFJzuL,0.40299999999999997,0.919,0.0,-1.925,1.0,0.28,0.32299999999999995,0.0,0.382,0.608,117.435,258600.0,5.0,5,"['dance pop', 'hip hop', 'miami hip hop', 'pop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap music']"
"4,5,6,5,4",ozzy osbourne,mr crowley,verse,7AWeyu0x4vJp3pb2RKadBT,0.315,0.775,2.0,-4.766,0.0,0.0378,0.0361,0.0173,0.428,0.385,108.115,295133.0,4.0,5,"['album rock', 'classic rock', 'hard rock', 'metal', 'rock']"
"4,5,6,5,4",jay hardway,stardust,chorus,49PtaJPk7T7bRNIL8p0p4Y,0.654,0.77,5.0,-4.732,0.0,0.0303,0.0157,0.29,0.718,0.11699999999999999,128.042,203906.0,4.0,5,"['big room', 'deep big room', 'edm', 'electro house', 'house', 'progressive electro house', 'progressive house', 'tropical house', 'tropical pop edm']"
"4,5,6,5,4",duran duran,come undone,verse,0yfNXxlyXdmP0ue1iJijx1,0.542,0.7929999999999999,8.0,-8.203,1.0,0.053,0.0423,3.95e-06,0.0814,0.708,173.93099999999998,256520.0,4.0,5,"['dance rock', 'new romantic', 'new wave', 'new wave pop', 'rock', 'soft rock', 'synthpop']"
"4,5,6,5,4",foals,mountain at my gates,verse,53L6A3I9vf7rgEZnMzx54E,0.495,0.9309999999999999,2.0,-5.336,0.0,0.0469,0.0025,0.0783,0.24600000000000002,0.617,104.05,244293.0,4.0,5,"['alternative dance', 'dance-punk', 'garage rock', 'indie pop', 'indie rock', 'indietronica', 'math pop', 'modern rock', 'new rave', 'rock']"
"4,5,6,5,4",eluveitie,inis mona,intro,0K2OeJUFevovQR3ncNcneB,0.431,0.992,2.0,-2.82,0.0,0.0966,0.00037400000000000004,0.0040100000000000005,0.37799999999999995,0.23399999999999999,107.096,249240.0,4.0,5,"['bow pop', 'celtic metal', 'celtic rock', 'folk metal', 'hurdy-gurdy', 'melodic death metal', 'power metal', 'swiss metal', 'viking metal']"
